max_diff,max_corr,lamb2,ks
0.9936507936507937,0.9936507936507937,0.9936507936507937,0.2612377830351496
0.9957627118644068,0.9957627118644068,0.9957627118644068,0.2612377830351496
0.9873417721518988,0.9873417721518988,0.9873417721518988,0.2612377830351496
0.9914255091103966,0.9914255091103966,0.9914255091103966,0.2612377830351496
0.9830508474576272,0.9830508474576272,0.9830508474576272,0.2612377830351496
0.9914255091103966,0.9914255091103966,0.9914255091103966,0.2612377830351496
0.9871931696905016,0.9871931696905016,0.9871931696905016,0.2612377830351496
0.9892703862660944,0.9892703862660944,0.9892703862660944,0.2612377830351496
0.9849462365591398,0.9849462365591398,0.9849462365591398,0.2612377830351496
0.997867803837953,0.997867803837953,0.997867803837953,0.2612377830351496
0.03829787234042553,0.3148936170212766,0.002127659574468085,0.2612377830351496
0.9915700737618546,0.9915700737618546,0.9915700737618546,0.2612377830351496
0.9936708860759493,0.9936708860759493,0.9936708860759493,0.2612377830351496
0.9957582184517497,0.9957582184517497,0.9957582184517497,0.2612377830351496
0.9891891891891892,0.9891891891891892,0.9891891891891892,0.2612377830351496
0.019067796610169493,0.9936440677966102,0.9936440677966102,0.2612377830351496
0.9957627118644068,0.9957627118644068,0.9957627118644068,0.2612377830351496
0.9956616052060737,0.9956616052060737,0.9956616052060737,0.2612377830351496
0.9935965848452508,0.9935965848452508,0.9935965848452508,0.2612377830351496
0.9807897545357525,0.9807897545357525,0.9807897545357525,0.2612377830351496
0.012684989429175475,0.9978858350951374,0.9978858350951374,0.2612377830351496
0.9935897435897436,0.9935897435897436,0.9935897435897436,0.2612377830351496
0.9957671957671957,0.9957671957671957,0.9957671957671957,0.2612377830351496
0.9957716701902748,0.9957716701902748,0.9957716701902748,0.2612377830351496
1.0,1.0,1.0,0.2612377830351496
0.9832109129066107,0.9832109129066107,0.9832109129066107,0.2612377830351496
0.9936373276776246,0.9936373276776246,0.9936373276776246,0.2612377830351496
0.03361344537815126,1.0,1.0,0.2612377830351496
0.023504273504273504,0.9935897435897436,0.9935897435897436,0.2612377830351496
0.9894291754756871,0.9894291754756871,0.9894291754756871,0.2612377830351496
0.004210526315789474,0.991578947368421,0.991578947368421,0.2612377830351496
0.989406779661017,0.989406779661017,0.989406779661017,0.2612377830351496
0.07987220447284345,0.9957401490947817,0.9957401490947817,0.2612377830351496
0.991675338189386,0.991675338189386,0.991675338189386,0.2612377830351496
0.06609808102345416,0.5671641791044776,0.008528784648187633,0.2612377830351496
0.9934994582881906,0.9934994582881906,0.9934994582881906,0.2612377830351496
0.9936305732484076,0.9936305732484076,0.9936305732484076,0.2612377830351496
0.9850267379679144,0.9850267379679144,0.9850267379679144,0.2612377830351496
0.9978925184404637,0.9978925184404637,0.9978925184404637,0.2612377830351496
0.9915343915343915,0.9915343915343915,0.9915343915343915,0.2612377830351496
0.9935275080906149,0.9935275080906149,0.9935275080906149,0.2612377830351496
0.9873551106427819,0.9873551106427819,0.9873551106427819,0.2612377830351496
1.0,1.0,1.0,0.2612377830351496
0.019189765458422176,0.9893390191897654,0.9893390191897654,0.2612377830351496
1.0,1.0,1.0,0.2612377830351496
0.9936974789915967,0.9936974789915967,0.9936974789915967,0.2612377830351496
0.08217716115261472,0.9957310565635006,0.9957310565635006,0.2612377830351496
0.9894179894179894,0.9894179894179894,0.9894179894179894,0.2612377830351496
0.9979013641133263,0.9979013641133263,0.9979013641133263,0.2612377830351496
0.9958027282266527,0.9958027282266527,0.9958027282266527,0.2612377830351496
0.9705263157894737,0.9705263157894737,0.9705263157894737,0.24534424087030465
0.9789029535864979,0.9789029535864979,0.9789029535864979,0.24534424087030465
0.9683544303797469,0.9683544303797469,0.9683544303797469,0.24534424087030465
0.9698924731182795,0.9698924731182795,0.9698924731182795,0.24534424087030465
0.987220447284345,0.987220447284345,0.987220447284345,0.24534424087030465
0.9726315789473684,0.9726315789473684,0.9726315789473684,0.24534424087030465
0.9702127659574468,0.9702127659574468,0.9702127659574468,0.24534424087030465
0.974304068522484,0.974304068522484,0.974304068522484,0.24534424087030465
0.9613733905579399,0.9613733905579399,0.9613733905579399,0.24534424087030465
0.9787685774946921,0.9787685774946921,0.9787685774946921,0.24534424087030465
0.9722814498933902,0.9722814498933902,0.9722814498933902,0.24534424087030465
0.9705573080967402,0.9705573080967402,0.9705573080967402,0.24534424087030465
0.9811122770199371,0.9811122770199371,0.9811122770199371,0.24534424087030465
0.9807897545357525,0.9807897545357525,0.9807897545357525,0.24534424087030465
0.967982924226254,0.967982924226254,0.967982924226254,0.24534424087030465
0.9893276414087513,0.9893276414087513,0.9893276414087513,0.24534424087030465
0.9724284199363733,0.9724284199363733,0.9724284199363733,0.24534424087030465
0.9827213822894169,0.9827213822894169,0.9827213822894169,0.24534424087030465
0.9678800856531049,0.9678800856531049,0.9678800856531049,0.24534424087030465
0.968186638388123,0.968186638388123,0.968186638388123,0.24534424087030465
0.9747368421052631,0.9747368421052631,0.9747368421052631,0.24534424087030465
0.9681528662420382,0.9681528662420382,0.9681528662420382,0.24534424087030465
0.9809322033898306,0.9809322033898306,0.9809322033898306,0.24534424087030465
0.9893503727369543,0.9893503727369543,0.9893503727369543,0.24534424087030465
0.9852941176470589,0.9852941176470589,0.9852941176470589,0.24534424087030465
0.9727463312368972,0.9727463312368972,0.9727463312368972,0.24534424087030465
0.9682203389830508,0.9682203389830508,0.9682203389830508,0.24534424087030465
0.9726315789473684,0.9726315789473684,0.9726315789473684,0.24534424087030465
0.9723404255319149,0.9723404255319149,0.9723404255319149,0.24534424087030465
0.9639830508474576,0.9639830508474576,0.9639830508474576,0.24534424087030465
0.9874476987447699,0.9874476987447699,0.9874476987447699,0.24534424087030465
0.9600420609884333,0.9600420609884333,0.9600420609884333,0.24534424087030465
0.9831756046267087,0.9831756046267087,0.9831756046267087,0.24534424087030465
0.9543568464730291,0.9543568464730291,0.9543568464730291,0.24534424087030465
0.9828141783029001,0.9828141783029001,0.9828141783029001,0.24534424087030465
0.959051724137931,0.959051724137931,0.959051724137931,0.24534424087030465
0.9701810436634718,0.9701810436634718,0.9701810436634718,0.24534424087030465
0.9637526652452025,0.9637526652452025,0.9637526652452025,0.24534424087030465
0.9536842105263158,0.9536842105263158,0.9536842105263158,0.24534424087030465
0.9638297872340426,0.9638297872340426,0.9638297872340426,0.24534424087030465
0.9597030752916225,0.9597030752916225,0.9597030752916225,0.24534424087030465
0.9469214437367304,0.9469214437367304,0.9469214437367304,0.24534424087030465
0.9828877005347594,0.9828877005347594,0.9828877005347594,0.24534424087030465
0.978494623655914,0.978494623655914,0.978494623655914,0.24534424087030465
0.9871794871794872,0.9871794871794872,0.9871794871794872,0.24534424087030465
0.9727748691099476,0.9727748691099476,0.9727748691099476,0.24534424087030465
0.9678111587982833,0.9678111587982833,0.9678111587982833,0.24534424087030465
0.9830508474576272,0.9830508474576272,0.9830508474576272,0.24534424087030465
0.9831756046267087,0.9831756046267087,0.9831756046267087,0.24534424087030465
0.9831401475237092,0.9831401475237092,0.9831401475237092,0.24534424087030465
0.9484978540772532,0.9484978540772532,0.9484978540772532,0.2289408074511738
0.957983193277311,0.957983193277311,0.957983193277311,0.2289408074511738
0.9129511677282378,0.9320594479830149,0.9320594479830149,0.2289408074511738
0.9613319011815252,0.9613319011815252,0.9613319011815252,0.2289408074511738
0.930379746835443,0.930379746835443,0.930379746835443,0.2289408074511738
0.9493136219640972,0.9493136219640972,0.9493136219640972,0.2289408074511738
0.9741935483870968,0.9741935483870968,0.9741935483870968,0.2289408074511738
0.9676724137931034,0.9676724137931034,0.9676724137931034,0.2289408074511738
0.927038626609442,0.927038626609442,0.927038626609442,0.2289408074511738
0.9637526652452025,0.9637526652452025,0.9637526652452025,0.2289408074511738
0.9490445859872612,0.9490445859872612,0.9490445859872612,0.2289408074511738
0.9288702928870293,0.9288702928870293,0.9288702928870293,0.2289408074511738
0.9727748691099476,0.9727748691099476,0.9727748691099476,0.2289408074511738
0.9577613516367476,0.9577613516367476,0.9577613516367476,0.2289408074511738
0.9466382070437567,0.9466382070437567,0.9466382070437567,0.2289408074511738
0.9616204690831557,0.9616204690831557,0.9616204690831557,0.2289408074511738
0.964021164021164,0.964021164021164,0.964021164021164,0.2289408074511738
0.9445628997867804,0.9445628997867804,0.9445628997867804,0.2289408074511738
0.9632034632034632,0.9632034632034632,0.9632034632034632,0.2289408074511738
0.9486081370449678,0.9486081370449678,0.9486081370449678,0.2289408074511738
0.9766702014846236,0.9766702014846236,0.9766702014846236,0.2289408074511738
0.9430379746835443,0.9430379746835443,0.9430379746835443,0.2289408074511738
0.9553666312433581,0.9553666312433581,0.9553666312433581,0.2289408074511738
0.9552715654952076,0.9552715654952076,0.9552715654952076,0.2289408074511738
0.960167714884696,0.960167714884696,0.960167714884696,0.2289408074511738
0.9494736842105264,0.9494736842105264,0.9494736842105264,0.2289408074511738
0.9597030752916225,0.9597030752916225,0.9597030752916225,0.2289408074511738
0.9540229885057471,0.9540229885057471,0.9540229885057471,0.2289408074511738
0.9572192513368984,0.9572192513368984,0.9572192513368984,0.2289408074511738
0.9297124600638977,0.9297124600638977,0.9297124600638977,0.2289408074511738
0.9791231732776617,0.9791231732776617,0.9791231732776617,0.2289408074511738
0.9345300950369588,0.9345300950369588,0.9345300950369588,0.2289408074511738
0.9404888416578109,0.9404888416578109,0.9404888416578109,0.2289408074511738
0.9332638164754953,0.9332638164754953,0.9332638164754953,0.2289408074511738
0.9616613418530351,0.9616613418530351,0.9616613418530351,0.2289408074511738
0.932972972972973,0.932972972972973,0.932972972972973,0.2289408074511738
0.9656283566058003,0.9656283566058003,0.9656283566058003,0.2289408074511738
0.9419978517722879,0.9419978517722879,0.9419978517722879,0.2289408074511738
0.9381003201707577,0.9381003201707577,0.9381003201707577,0.2289408074511738
0.9229122055674518,0.9229122055674518,0.9229122055674518,0.2289408074511738
0.9271168274383709,0.9271168274383709,0.9271168274383709,0.2289408074511738
0.9110169491525424,0.9110169491525424,0.9110169491525424,0.2289408074511738
0.9381663113006397,0.9381663113006397,0.9381663113006397,0.2289408074511738
0.959445037353255,0.959445037353255,0.959445037353255,0.2289408074511738
0.9384288747346072,0.9554140127388535,0.9554140127388535,0.2289408074511738
0.9623824451410659,0.9623824451410659,0.9623824451410659,0.2289408074511738
0.9385593220338984,0.9385593220338984,0.9385593220338984,0.2289408074511738
0.9409282700421941,0.9409282700421941,0.9409282700421941,0.2289408074511738
0.9515279241306639,0.9515279241306639,0.9515279241306639,0.2289408074511738
0.9429778247096093,0.9429778247096093,0.9429778247096093,0.2289408074511738
0.905982905982906,0.905982905982906,0.905982905982906,0.21200254552486117
0.9285714285714286,0.9285714285714286,0.9285714285714286,0.21200254552486117
0.8948475289169295,0.8948475289169295,0.8948475289169295,0.21200254552486117
0.9443850267379679,0.9443850267379679,0.9443850267379679,0.21200254552486117
0.919831223628692,0.919831223628692,0.919831223628692,0.21200254552486117
0.9135932560590094,0.9135932560590094,0.9135932560590094,0.21200254552486117
0.936373276776246,0.936373276776246,0.936373276776246,0.21200254552486117
0.9023354564755839,0.9023354564755839,0.9023354564755839,0.21200254552486117
0.906183368869936,0.906183368869936,0.906183368869936,0.21200254552486117
0.9211927582534611,0.9211927582534611,0.9211927582534611,0.21200254552486117
0.9339019189765458,0.9339019189765458,0.9339019189765458,0.21200254552486117
0.9118572927597062,0.9118572927597062,0.9118572927597062,0.21200254552486117
0.9170212765957447,0.9170212765957447,0.9170212765957447,0.21200254552486117
0.9217758985200846,0.9217758985200846,0.9217758985200846,0.21200254552486117
0.907427341227126,0.907427341227126,0.907427341227126,0.21200254552486117
0.9103521878335112,0.9103521878335112,0.9103521878335112,0.21200254552486117
0.9260042283298098,0.9260042283298098,0.9260042283298098,0.21200254552486117
0.8642241379310345,0.9094827586206896,0.9094827586206896,0.21200254552486117
0.9194061505832449,0.9194061505832449,0.9194061505832449,0.21200254552486117
0.8577494692144374,0.8577494692144374,0.851380042462845,0.21200254552486117
0.9070749736008448,0.9070749736008448,0.9070749736008448,0.21200254552486117
0.9127659574468086,0.9127659574468086,0.9127659574468086,0.21200254552486117
0.9055613850996852,0.9160545645330536,0.9160545645330536,0.21200254552486117
0.9178947368421052,0.9178947368421052,0.9178947368421052,0.21200254552486117
0.9301587301587302,0.9301587301587302,0.9301587301587302,0.21200254552486117
0.9263932702418507,0.9263932702418507,0.9263932702418507,0.21200254552486117
0.9157894736842105,0.9157894736842105,0.9157894736842105,0.21200254552486117
0.8845750262329486,0.9076600209863589,0.863588667366212,0.21200254552486117
0.9336898395721925,0.9336898395721925,0.9336898395721925,0.21200254552486117
0.9339019189765458,0.9339019189765458,0.9339019189765458,0.21200254552486117
0.9498956158663883,0.9498956158663883,0.9498956158663883,0.21200254552486117
0.8879492600422833,0.8879492600422833,0.8879492600422833,0.21200254552486117
0.9242902208201893,0.9242902208201893,0.9242902208201893,0.21200254552486117
0.9251559251559252,0.9251559251559252,0.9251559251559252,0.21200254552486117
0.9194061505832449,0.9194061505832449,0.9194061505832449,0.21200254552486117
0.8518518518518519,0.8645502645502645,0.8645502645502645,0.21200254552486117
0.9221621621621622,0.9221621621621622,0.9221621621621622,0.21200254552486117
0.893048128342246,0.893048128342246,0.893048128342246,0.21200254552486117
0.8967334035827187,0.8967334035827187,0.8967334035827187,0.21200254552486117
0.9064824654622742,0.9064824654622742,0.895855472901169,0.21200254552486117
0.8772874058127018,0.8772874058127018,0.8772874058127018,0.21200254552486117
0.9085106382978724,0.9085106382978724,0.9085106382978724,0.21200254552486117
0.938034188034188,0.938034188034188,0.938034188034188,0.21200254552486117
0.9206008583690987,0.9206008583690987,0.9206008583690987,0.21200254552486117
0.8954108858057631,0.8954108858057631,0.8954108858057631,0.21200254552486117
0.9157007376185459,0.9157007376185459,0.9157007376185459,0.21200254552486117
0.8998935037273695,0.8998935037273695,0.8998935037273695,0.21200254552486117
0.93717277486911,0.93717277486911,0.93717277486911,0.21200254552486117
0.9397089397089398,0.9397089397089398,0.9397089397089398,0.21200254552486117
0.8938428874734607,0.9044585987261147,0.9044585987261147,0.21200254552486117
0.7817796610169492,0.8432203389830508,0.7627118644067796,0.19450286474750694
0.9008438818565401,0.9008438818565401,0.9008438818565401,0.19450286474750694
0.8331573389651531,0.8331573389651531,0.8331573389651531,0.19450286474750694
0.9079229122055674,0.9079229122055674,0.9079229122055674,0.19450286474750694
0.8966244725738397,0.8966244725738397,0.8966244725738397,0.19450286474750694
0.9123173277661796,0.9123173277661796,0.9123173277661796,0.19450286474750694
0.8711063372717508,0.8711063372717508,0.8711063372717508,0.19450286474750694
0.9007551240560949,0.9007551240560949,0.9007551240560949,0.19450286474750694
0.7904761904761904,0.8455026455026455,0.7798941798941799,0.19450286474750694
0.9187165775401069,0.9187165775401069,0.9187165775401069,0.19450286474750694
0.8679446219382322,0.8679446219382322,0.8679446219382322,0.19450286474750694
0.8336842105263158,0.8336842105263158,0.8336842105263158,0.19450286474750694
0.9034627492130115,0.9034627492130115,0.7523609653725079,0.19450286474750694
0.8933901918976546,0.8933901918976546,0.8933901918976546,0.19450286474750694
0.8205128205128205,0.8205128205128205,0.8205128205128205,0.19450286474750694
0.8521647307286166,0.8817317845828934,0.8817317845828934,0.19450286474750694
0.8773784355179705,0.8773784355179705,0.8773784355179705,0.19450286474750694
0.8829902491874323,0.8829902491874323,0.8829902491874323,0.19450286474750694
0.8592750533049041,0.8592750533049041,0.8592750533049041,0.19450286474750694
0.8285714285714286,0.8285714285714286,0.6275132275132275,0.19450286474750694
0.8912579957356077,0.8912579957356077,0.8912579957356077,0.19450286474750694
0.881104033970276,0.881104033970276,0.881104033970276,0.19450286474750694
0.8519290928050052,0.8519290928050052,0.8477580813347236,0.19450286474750694
0.8886554621848739,0.8886554621848739,0.8403361344537815,0.19450286474750694
0.907563025210084,0.907563025210084,0.907563025210084,0.19450286474750694
0.7983014861995754,0.8789808917197452,0.8789808917197452,0.19450286474750694
0.9135021097046413,0.9135021097046413,0.9135021097046413,0.19450286474750694
0.8810020876826722,0.8810020876826722,0.8810020876826722,0.19450286474750694
0.8980891719745223,0.8980891719745223,0.8980891719745223,0.19450286474750694
0.8628081457663451,0.8628081457663451,0.8628081457663451,0.19450286474750694
0.9183246073298429,0.9183246073298429,0.8303664921465969,0.19450286474750694
0.8651211801896733,0.8651211801896733,0.3424657534246575,0.19450286474750694
0.8905263157894737,0.8905263157894737,0.8905263157894737,0.19450286474750694
0.8833333333333333,0.8833333333333333,0.8833333333333333,0.19450286474750694
0.8887700534759359,0.8887700534759359,0.8887700534759359,0.19450286474750694
0.8310160427807487,0.8310160427807487,0.7754010695187166,0.19450286474750694
0.8762006403415155,0.8762006403415155,0.8762006403415155,0.19450286474750694
0.8136511375947996,0.8656554712892741,0.7226435536294691,0.19450286474750694
0.8692390139335477,0.8692390139335477,0.5734190782422294,0.19450286474750694
0.8477801268498943,0.8477801268498943,0.8477801268498943,0.19450286474750694
0.8516129032258064,0.8924731182795699,0.8924731182795699,0.19450286474750694
0.8266384778012685,0.8498942917547568,0.8498942917547568,0.19450286474750694
0.8921775898520085,0.8942917547568711,0.8942917547568711,0.19450286474750694
0.8879310344827587,0.8879310344827587,0.8879310344827587,0.19450286474750694
0.8315565031982942,0.8315565031982942,0.8315565031982942,0.19450286474750694
0.888421052631579,0.888421052631579,0.8568421052631578,0.19450286474750694
0.8559322033898306,0.8559322033898306,0.8559322033898306,0.19450286474750694
0.9066808059384942,0.9066808059384942,0.9066808059384942,0.19450286474750694
0.8984126984126984,0.8984126984126984,0.8984126984126984,0.19450286474750694
0.9100642398286938,0.9100642398286938,0.9100642398286938,0.19450286474750694
0.6412459720730398,0.7873254564983888,0.7873254564983888,0.17641338239665322
0.8597236981934112,0.8597236981934112,0.8597236981934112,0.17641338239665322
0.8376068376068376,0.8376068376068376,0.8376068376068376,0.17641338239665322
0.8476190476190476,0.8476190476190476,0.8476190476190476,0.17641338239665322
0.8243386243386244,0.8243386243386244,0.8243386243386244,0.17641338239665322
0.8544698544698545,0.8544698544698545,0.7692307692307693,0.17641338239665322
0.8614072494669509,0.8614072494669509,0.08955223880597014,0.17641338239665322
0.8244111349036403,0.8244111349036403,0.8244111349036403,0.17641338239665322
0.8380651945320715,0.8380651945320715,0.14616193480546794,0.17641338239665322
0.8340425531914893,0.8340425531914893,0.8085106382978723,0.17641338239665322
0.8356164383561644,0.8356164383561644,0.8356164383561644,0.17641338239665322
0.7098121085594989,0.7098121085594989,0.7056367432150313,0.17641338239665322
0.83881230116649,0.83881230116649,0.83881230116649,0.17641338239665322
0.8366914103923648,0.8366914103923648,0.1071049840933192,0.17641338239665322
0.8053475935828877,0.8053475935828877,0.8053475935828877,0.17641338239665322
0.8317560462670873,0.8317560462670873,0.8317560462670873,0.17641338239665322
0.8412698412698413,0.8412698412698413,0.1259259259259259,0.17641338239665322
0.8230852211434736,0.8403451995685005,0.3419633225458468,0.17641338239665322
0.8047210300429185,0.8047210300429185,0.6845493562231759,0.17641338239665322
0.7947089947089947,0.7947089947089947,0.11534391534391535,0.17641338239665322
0.8067940552016986,0.8067940552016986,0.7176220806794055,0.17641338239665322
0.7697228144989339,0.7825159914712153,0.0255863539445629,0.17641338239665322
0.8416050686378036,0.8416050686378036,0.8416050686378036,0.17641338239665322
0.8575982996811902,0.8575982996811902,0.8575982996811902,0.17641338239665322
0.8235294117647058,0.8907563025210085,0.8907563025210085,0.17641338239665322
0.8607594936708861,0.8607594936708861,0.8607594936708861,0.17641338239665322
0.8471337579617835,0.8471337579617835,0.8471337579617835,0.17641338239665322
0.8288100208768268,0.8288100208768268,0.8288100208768268,0.17641338239665322
0.8331550802139037,0.8331550802139037,0.11657754010695187,0.17641338239665322
0.7433722163308589,0.7476139978791092,0.22163308589607636,0.17641338239665322
0.8996865203761756,0.8996865203761756,0.8996865203761756,0.17641338239665322
0.7658227848101266,0.7658227848101266,0.5928270042194093,0.17641338239665322
0.8226495726495726,0.8226495726495726,0.8226495726495726,0.17641338239665322
0.8559498956158664,0.8559498956158664,0.8559498956158664,0.17641338239665322
0.8487752928647497,0.8487752928647497,0.8487752928647497,0.17641338239665322
0.7945355191256831,0.7945355191256831,0.7945355191256831,0.17641338239665322
0.8863387978142077,0.8863387978142077,0.8863387978142077,0.17641338239665322
0.829924650161464,0.829924650161464,0.3627556512378902,0.17641338239665322
0.8113612004287245,0.8113612004287245,0.45980707395498394,0.17641338239665322
0.8127659574468085,0.8127659574468085,0.39361702127659576,0.17641338239665322
0.7633262260127932,0.7633262260127932,0.7185501066098081,0.17641338239665322
0.8268215417106652,0.8268215417106652,0.8268215417106652,0.17641338239665322
0.7770632368703109,0.7770632368703109,0.15112540192926044,0.17641338239665322
0.851380042462845,0.851380042462845,0.851380042462845,0.17641338239665322
0.7863247863247863,0.7863247863247863,0.7863247863247863,0.17641338239665322
0.8416050686378036,0.8416050686378036,0.8416050686378036,0.17641338239665322
0.7997847147470398,0.7997847147470398,0.1108719052744887,0.17641338239665322
0.8623655913978494,0.8623655913978494,0.8623655913978494,0.17641338239665322
0.8515376458112407,0.8515376458112407,0.8515376458112407,0.17641338239665322
0.8743343982960596,0.8743343982960596,0.18849840255591055,0.17641338239665322
0.6949152542372882,0.6949152542372882,0.13135593220338984,0.1577037697587425
0.8676627534685165,0.8676627534685165,0.8676627534685165,0.1577037697587425
0.7078410311493019,0.7142857142857143,0.439312567132116,0.1577037697587425
0.8402555910543131,0.8402555910543131,0.8402555910543131,0.1577037697587425
0.7659574468085106,0.7659574468085106,0.7659574468085106,0.1577037697587425
0.8275499474237644,0.8275499474237644,0.8275499474237644,0.1577037697587425
0.7304812834224599,0.7304812834224599,0.2983957219251337,0.1577037697587425
0.8234660925726588,0.8234660925726588,0.5220667384284177,0.1577037697587425
0.721030042918455,0.8025751072961373,0.8025751072961373,0.1577037697587425
0.8338727076591155,0.8338727076591155,0.8338727076591155,0.1577037697587425
0.8274760383386581,0.8274760383386581,0.8274760383386581,0.1577037697587425
0.7244258872651357,0.7244258872651357,0.7244258872651357,0.1577037697587425
0.777306468716861,0.777306468716861,0.777306468716861,0.1577037697587425
0.8685047720042418,0.8685047720042418,0.09650053022269353,0.1577037697587425
0.6303418803418803,0.7051282051282052,0.7051282051282052,0.1577037697587425
0.7841269841269841,0.7841269841269841,0.6105820105820106,0.1577037697587425
0.7705263157894737,0.7978947368421052,0.14947368421052631,0.1577037697587425
0.6598049837486457,0.6793066088840737,0.4409534127843987,0.1577037697587425
0.7564102564102564,0.7564102564102564,0.7371794871794872,0.1577037697587425
0.7547974413646056,0.7547974413646056,0.21108742004264391,0.1577037697587425
0.7547568710359408,0.7547568710359408,0.7547568710359408,0.1577037697587425
0.7303609341825902,0.7303609341825902,0.5817409766454352,0.1577037697587425
0.7634635691657867,0.7634635691657867,0.7634635691657867,0.1577037697587425
0.7231096911608094,0.7891373801916933,0.7891373801916933,0.1577037697587425
0.7947643979057591,0.8219895287958116,0.2481675392670157,0.1577037697587425
0.8519290928050052,0.8519290928050052,0.8519290928050052,0.1577037697587425
0.7687366167023555,0.7687366167023555,0.7687366167023555,0.1577037697587425
0.7953586497890295,0.7953586497890295,0.3143459915611814,0.1577037697587425
0.8187633262260128,0.8187633262260128,0.8187633262260128,0.1577037697587425
0.7300743889479278,0.7300743889479278,0.6004250797024442,0.1577037697587425
0.8336842105263158,0.8336842105263158,0.8336842105263158,0.1577037697587425
0.5220125786163522,0.6876310272536688,0.44025157232704404,0.1577037697587425
0.8044633368756642,0.8044633368756642,0.8044633368756642,0.1577037697587425
0.8270042194092827,0.8270042194092827,0.08649789029535865,0.1577037697587425
0.7424892703862661,0.7424892703862661,0.27896995708154504,0.1577037697587425
0.7610333692142088,0.7610333692142088,0.7610333692142088,0.1577037697587425
0.8631921824104235,0.8631921824104235,0.6199782844733985,0.1577037697587425
0.6891747052518756,0.7770632368703109,0.7770632368703109,0.1577037697587425
0.7334754797441365,0.7334754797441365,0.2835820895522388,0.1577037697587425
0.7402323125659979,0.7402323125659979,0.007391763463569166,0.1577037697587425
0.7478813559322034,0.7478813559322034,0.2288135593220339,0.1577037697587425
0.7124600638977636,0.7124600638977636,0.7124600638977636,0.1577037697587425
